object_threshold,text_threshold,map_50_val,map_50_95_val,map_50_test,map_50_95_test
0.7000000000000001,0.30000000000000004,0.050632912665605545,0.049367088824510574,0.0,0.0
0.7000000000000001,0.4,0.050632912665605545,0.049367088824510574,0.0,0.0
0.7000000000000001,0.5,0.050632912665605545,0.049367088824510574,0.0,0.0
0.7000000000000001,0.6000000000000001,0.050632912665605545,0.049367088824510574,0.0,0.0
0.7000000000000001,0.7000000000000001,0.050632912665605545,0.049367088824510574,0.0,0.0
0.7000000000000001,0.8,0.025316456332802773,0.024050632491707802,0.0,0.0
0.7000000000000001,0.9,0.0,0.0,0.0,0.0
0.7000000000000001,1.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0
0.8,0.1,0.037974681705236435,0.03670886158943176,0.0,0.0
0.8,0.2,0.037974681705236435,0.03670886158943176,0.0,0.0
0.8,0.30000000000000004,0.037974681705236435,0.03670886158943176,0.0,0.0
0.8,0.4,0.037974681705236435,0.03670886158943176,0.0,0.0
0.8,0.5,0.037974681705236435,0.03670886158943176,0.0,0.0
0.8,0.6000000000000001,0.037974681705236435,0.03670886158943176,0.0,0.0
0.8,0.7000000000000001,0.037974681705236435,0.03670886158943176,0.0,0.0
0.8,0.8,0.025316456332802773,0.024050632491707802,0.0,0.0
0.8,0.9,0.0,0.0,0.0,0.0
0.8,1.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0
0.9,0.1,0.0,0.0,0.0,0.0
0.9,0.2,0.0,0.0,0.0,0.0
0.9,0.30000000000000004,0.0,0.0,0.0,0.0
0.9,0.4,0.0,0.0,0.0,0.0
0.9,0.5,0.0,0.0,0.0,0.0
0.9,0.6000000000000001,0.0,0.0,0.0,0.0
0.9,0.7000000000000001,0.0,0.0,0.0,0.0
0.9,0.8,0.0,0.0,0.0,0.0
0.9,0.9,0.0,0.0,0.0,0.0
0.9,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.1,0.0,0.0,0.0,0.0
1.0,0.2,0.0,0.0,0.0,0.0
1.0,0.30000000000000004,0.0,0.0,0.0,0.0
1.0,0.4,0.0,0.0,0.0,0.0
1.0,0.5,0.0,0.0,0.0,0.0
1.0,0.6000000000000001,0.0,0.0,0.0,0.0
1.0,0.7000000000000001,0.0,0.0,0.0,0.0
1.0,0.8,0.0,0.0,0.0,0.0
1.0,0.9,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0
